NA_1555 	 objective
NA_4325 	 positive
NA_T15116483 	 objective
NA_513 	 positive
NA_2074 	 objective
NA_T15115778 	 neutral
NA_5504 	 objective
NA_1244 	 objective
NA_3865 	 negative
NA_7102 	 neutral
NA_8356 	 objective
NA_4989 	 positive
NA_T15111597 	 objective
NA_T15112731 	 objective
NA_6142 	 objective
NA_T15114261 	 objective
NA_8407 	 positive
NA_6550 	 objective
NA_T15112194 	 objective
NA_5094 	 positive
NA_T15115207 	 positive
NA_7692 	 objective
NA_2392 	 positive
NA_6277 	 positive
NA_1664 	 objective
NA_T15112959 	 positive
NA_T15113723 	 positive
NA_T15114148 	 negative
NA_2541 	 objective
NA_418 	 objective
NA_4841 	 negative
NA_T15114313 	 objective
NA_4565 	 objective
NA_5539 	 objective
NA_T15114988 	 neutral
NA_2809 	 objective
NA_3256 	 objective
NA_4880 	 neutral
NA_4417 	 negative
NA_3807 	 objective
NA_12 	 neutral
NA_2635 	 neutral
NA_1537 	 negative
NA_T15116395 	 negative
NA_4683 	 negative
NA_2601 	 neutral
NA_T15111708 	 positive
NA_1543 	 positive
NA_T15114038 	 objective
NA_4666 	 neutral
NA_8799 	 objective
NA_5657 	 positive
NA_4096 	 positive
NA_T15114533 	 positive
NA_5989 	 objective
NA_7589 	 objective
NA_2913 	 objective
NA_3260 	 positive
NA_6790 	 objective
NA_5211 	 objective
NA_2667 	 positive
NA_2457 	 negative
NA_2473 	 objective
NA_5269 	 objective
NA_6778 	 positive
NA_1635 	 negative
NA_8940 	 objective
NA_5064 	 positive
NA_7880 	 positive
NA_4352 	 neutral
NA_1243 	 negative
NA_8205 	 negative
NA_T15112459 	 positive
NA_6627 	 positive
NA_5545 	 positive
NA_8531 	 positive
NA_T15115250 	 positive
NA_3056 	 objective
NA_T15111503 	 objective
NA_5486 	 objective
NA_4496 	 positive
NA_4810 	 positive
NA_3417 	 positive
NA_T15113412 	 objective
NA_3143 	 positive
NA_49 	 positive
NA_T15116498 	 objective
NA_T15113165 	 objective
NA_712 	 positive
NA_1649 	 neutral
NA_8581 	 objective
NA_T15112814 	 positive
NA_3313 	 negative
NA_T15111397 	 positive
NA_4199 	 objective
NA_7851 	 objective
NA_2803 	 neutral
NA_1013 	 positive
NA_T15113924 	 positive
NA_T15115260 	 objective
NA_1304 	 objective
NA_T15115379 	 positive
NA_2333 	 objective
NA_T15111985 	 neutral
NA_7872 	 objective
NA_T15115190 	 negative
NA_3000 	 negative
NA_3011 	 objective
NA_5472 	 positive
NA_5719 	 positive
NA_6489 	 positive
NA_45 	 objective
NA_4480 	 objective
NA_7978 	 objective
NA_T15111143 	 positive
NA_1384 	 negative
NA_4913 	 negative
NA_867 	 objective
NA_T15113848 	 neutral
NA_5558 	 objective
NA_7883 	 negative
NA_6486 	 positive
NA_T15111417 	 positive
NA_3495 	 neutral
NA_1375 	 positive
NA_1462 	 positive
NA_7855 	 objective
NA_3621 	 positive
NA_T15111462 	 negative
NA_7566 	 positive
NA_6062 	 objective
NA_8809 	 objective
NA_5312 	 negative
NA_T15112115 	 negative
NA_4584 	 positive
NA_T15116534 	 positive
NA_T15113907 	 objective
NA_480 	 objective
NA_7473 	 positive
NA_T15116661 	 objective
NA_1670 	 negative
NA_T15115479 	 positive
NA_T15111683 	 neutral
NA_6271 	 neutral
NA_1758 	 objective
NA_T15112672 	 objective
NA_7011 	 positive
NA_T15114449 	 objective
NA_1305 	 positive
NA_T15112911 	 negative
NA_8898 	 negative
NA_8464 	 positive
NA_548 	 objective
NA_8934 	 positive
NA_891 	 objective
NA_28 	 positive
NA_450 	 positive
NA_5055 	 objective
NA_2836 	 objective
NA_7261 	 objective
NA_2427 	 positive
NA_6290 	 positive
NA_5673 	 positive
NA_5969 	 positive
NA_T15115116 	 positive
NA_6877 	 positive
NA_81 	 neutral
NA_646 	 negative
NA_T15112985 	 positive
NA_4994 	 negative
NA_2912 	 objective
NA_534 	 neutral
NA_8347 	 negative
NA_6459 	 objective
NA_8177 	 negative
NA_T15113092 	 positive
NA_T15112875 	 neutral
NA_6134 	 neutral
NA_T15115838 	 neutral
NA_T15114252 	 objective
NA_674 	 positive
NA_3024 	 positive
NA_2221 	 negative
NA_T15114812 	 positive
NA_7537 	 neutral
NA_3059 	 positive
NA_T15111782 	 objective
NA_344 	 positive
NA_2282 	 positive
NA_1497 	 positive
NA_T15114893 	 negative
NA_T15115653 	 objective
NA_7530 	 neutral
NA_5401 	 neutral
NA_2610 	 negative
NA_6939 	 negative
NA_T15115840 	 negative
NA_4228 	 positive
NA_4987 	 objective
NA_2024 	 positive
NA_4711 	 positive
NA_4661 	 objective
NA_8841 	 negative
NA_1719 	 negative
NA_7903 	 objective
NA_6834 	 neutral
NA_252 	 objective
NA_7030 	 objective
NA_1428 	 positive
NA_4673 	 neutral
NA_6310 	 objective
NA_1060 	 positive
NA_3695 	 objective
NA_4825 	 negative
NA_1772 	 objective
NA_7336 	 objective
NA_3606 	 objective
NA_5802 	 positive
NA_T15112800 	 objective
NA_T15114128 	 negative
NA_7048 	 positive
NA_984 	 objective
NA_T15113282 	 positive
NA_6639 	 positive
NA_8791 	 positive
NA_7122 	 objective
NA_2758 	 positive
NA_4645 	 neutral
NA_T15113683 	 negative
NA_7734 	 objective
NA_6202 	 objective
NA_7126 	 positive
NA_T15114790 	 negative
NA_7998 	 objective
NA_4840 	 neutral
NA_T15115984 	 positive
NA_6586 	 objective
NA_7317 	 negative
NA_515 	 positive
NA_7069 	 positive
NA_T15116628 	 positive
NA_T15112790 	 neutral
NA_T15112492 	 objective
NA_4545 	 positive
NA_2982 	 neutral
NA_2302 	 positive
NA_1433 	 positive
NA_T15113342 	 neutral
NA_5254 	 objective
NA_4728 	 positive
NA_8322 	 positive
NA_T15116486 	 positive
NA_7826 	 positive
NA_6220 	 positive
NA_T15115378 	 negative
NA_2738 	 objective
NA_T15112206 	 negative
NA_4933 	 positive
NA_4743 	 positive
NA_2202 	 objective
NA_8472 	 negative
NA_2873 	 positive
NA_T15114543 	 neutral
NA_T15115725 	 objective
NA_4659 	 objective
NA_T15112203 	 negative
NA_1144 	 objective
NA_T15111201 	 positive
NA_T15111957 	 negative
NA_7175 	 positive
NA_5142 	 neutral
NA_8110 	 positive
NA_T15115246 	 neutral
NA_T15115798 	 positive
NA_6328 	 positive
NA_7383 	 positive
NA_6146 	 neutral
NA_5013 	 positive
NA_6125 	 negative
NA_1010 	 positive
NA_T15116106 	 objective
NA_2567 	 objective
NA_3221 	 positive
NA_T15113460 	 negative
NA_5171 	 positive
NA_7278 	 neutral
NA_5696 	 positive
NA_7886 	 objective
NA_3841 	 positive
NA_7260 	 objective
NA_T15114862 	 neutral
NA_T15112199 	 objective
NA_8508 	 neutral
NA_341 	 objective
NA_4256 	 objective
NA_4644 	 negative
NA_8266 	 positive
NA_7863 	 negative
NA_T15115700 	 positive
NA_T15115855 	 positive
NA_3038 	 objective
NA_521 	 objective
NA_7217 	 positive
NA_8002 	 negative
NA_5634 	 positive
NA_6140 	 neutral
NA_7178 	 neutral
NA_1952 	 objective
NA_T15115809 	 positive
NA_3575 	 objective
NA_T15116220 	 positive
NA_6775 	 positive
NA_207 	 positive
NA_3521 	 neutral
NA_T15114326 	 positive
NA_6300 	 objective
NA_5242 	 neutral
NA_6976 	 positive
NA_3936 	 neutral
NA_628 	 objective
NA_4707 	 objective
NA_6942 	 neutral
NA_5834 	 positive
NA_6262 	 positive
NA_6814 	 neutral
NA_1168 	 positive
NA_3814 	 neutral
NA_6221 	 negative
NA_1434 	 negative
NA_8897 	 positive
NA_815 	 objective
NA_4065 	 neutral
NA_3529 	 negative
NA_1579 	 positive
NA_520 	 positive
NA_8208 	 positive
NA_122 	 neutral
NA_4213 	 objective
NA_T15114795 	 neutral
NA_2718 	 objective
NA_327 	 positive
NA_4965 	 positive
NA_3911 	 objective
NA_T15112453 	 positive
NA_7157 	 negative
NA_T15114406 	 positive
NA_T15114292 	 positive
NA_T15115505 	 neutral
NA_T15114951 	 neutral
NA_6049 	 negative
NA_6528 	 objective
NA_6222 	 objective
NA_T15113540 	 objective
NA_3004 	 positive
NA_3128 	 positive
NA_615 	 objective
NA_3775 	 positive
NA_T15114523 	 positive
NA_367 	 positive
NA_8015 	 objective
NA_3469 	 positive
NA_7598 	 positive
NA_T15113772 	 neutral
NA_8499 	 neutral
NA_1769 	 positive
NA_5890 	 positive
NA_2095 	 objective
NA_T15113505 	 negative
NA_7306 	 objective
NA_254 	 negative
NA_T15114863 	 objective
NA_T15115645 	 objective
NA_6957 	 positive
NA_T15112952 	 neutral
NA_937 	 neutral
NA_T15111280 	 positive
NA_268 	 neutral
NA_T15116491 	 neutral
NA_6851 	 positive
NA_T15112066 	 neutral
NA_6679 	 neutral
NA_T15112925 	 neutral
NA_7678 	 objective
NA_8666 	 objective
NA_664 	 positive
NA_3079 	 positive
NA_4670 	 positive
NA_330 	 negative
NA_3430 	 positive
NA_6683 	 negative
NA_T15114687 	 positive
NA_7689 	 positive
NA_4401 	 positive
NA_8028 	 positive
NA_T15111120 	 positive
NA_T15115078 	 objective
NA_6149 	 negative
NA_6709 	 positive
NA_3131 	 neutral
NA_3471 	 neutral
NA_T15111679 	 positive
NA_2218 	 neutral
NA_T15114865 	 positive
NA_T15112935 	 positive
NA_4819 	 negative
NA_8095 	 positive
NA_4606 	 objective
NA_T15114392 	 objective
NA_6015 	 objective
NA_5160 	 positive
NA_T15113217 	 neutral
NA_T15112929 	 negative
NA_T15111486 	 objective
NA_6439 	 positive
NA_5908 	 positive
NA_7243 	 neutral
NA_1622 	 positive
NA_6681 	 objective
NA_6960 	 neutral
NA_7831 	 negative
NA_7390 	 objective
NA_2905 	 objective
NA_5116 	 objective
NA_8029 	 negative
NA_6848 	 objective
NA_1163 	 positive
NA_3949 	 negative
NA_3712 	 positive
NA_2737 	 negative
NA_T15112158 	 objective
NA_T15116085 	 negative
NA_7962 	 positive
NA_T15116600 	 negative
NA_T15116205 	 neutral
NA_4046 	 objective
NA_3901 	 objective
NA_T15116112 	 neutral
NA_T15111176 	 neutral
NA_895 	 objective
NA_3877 	 negative
NA_8942 	 positive
NA_20 	 negative
NA_3551 	 negative
NA_T15114685 	 neutral
NA_T15113787 	 negative
NA_5929 	 objective
NA_1210 	 objective
NA_7838 	 objective
NA_7397 	 neutral
NA_3503 	 objective
NA_T15114153 	 objective
NA_2267 	 neutral
NA_T15111894 	 positive
NA_T15111565 	 positive
NA_3705 	 positive
NA_5161 	 positive
NA_3769 	 negative
NA_3108 	 positive
NA_346 	 objective
NA_T15116361 	 objective
NA_T15112371 	 neutral
NA_6292 	 objective
NA_T15113310 	 objective
NA_T15113982 	 objective
NA_5601 	 neutral
NA_T15116477 	 positive
NA_3686 	 negative
NA_6397 	 positive
NA_8753 	 negative
NA_T15114495 	 objective
NA_6359 	 positive
NA_7707 	 positive
NA_4275 	 neutral
NA_3342 	 positive
NA_7733 	 negative
NA_6702 	 objective
NA_7506 	 positive
NA_5497 	 neutral
NA_T15114831 	 positive
NA_1473 	 objective
NA_8913 	 positive
NA_1298 	 positive
NA_1700 	 positive
NA_8117 	 neutral
NA_8437 	 objective
NA_2940 	 objective
NA_8382 	 negative
NA_T15111689 	 positive
NA_T15113636 	 objective
NA_8441 	 objective
NA_7193 	 negative
NA_7063 	 neutral
NA_6098 	 objective
NA_T15113474 	 objective
NA_6124 	 negative
NA_5852 	 positive
NA_T15113007 	 neutral
NA_T15115269 	 objective
NA_5595 	 objective
NA_6400 	 positive
NA_T15113051 	 positive
NA_5922 	 positive
NA_7300 	 negative
NA_7628 	 positive
NA_8367 	 objective
NA_8606 	 neutral
NA_8594 	 positive
NA_535 	 negative
NA_8142 	 positive
NA_6496 	 positive
NA_6598 	 objective
NA_6159 	 objective
NA_3475 	 positive
NA_1267 	 positive
NA_1481 	 neutral
NA_7275 	 neutral
NA_1782 	 positive
NA_1674 	 neutral
NA_T15112515 	 objective
NA_7691 	 positive
NA_7079 	 neutral
NA_T15112655 	 positive
NA_T15111874 	 objective
NA_1398 	 positive
NA_8264 	 positive
NA_3251 	 objective
NA_3635 	 neutral
NA_4737 	 neutral
NA_4760 	 objective
NA_8584 	 positive
NA_2382 	 positive
NA_7888 	 positive
NA_5788 	 positive
NA_739 	 objective
NA_2837 	 positive
NA_6041 	 objective
NA_5455 	 positive
NA_2994 	 objective
NA_2740 	 positive
NA_194 	 positive
NA_T15114488 	 objective
NA_8451 	 positive
NA_2564 	 positive
NA_680 	 objective
NA_1858 	 positive
NA_4016 	 positive
NA_8633 	 positive
NA_46 	 objective
NA_1363 	 neutral
NA_3099 	 objective
NA_T15114816 	 objective
NA_7609 	 positive
NA_8517 	 objective
NA_7634 	 positive
NA_5977 	 positive
NA_3280 	 objective
NA_1899 	 objective
NA_T15112335 	 negative
NA_638 	 positive
NA_2583 	 positive
NA_5851 	 neutral
NA_3472 	 objective
NA_T15114219 	 positive
NA_708 	 neutral
NA_5935 	 neutral
NA_8132 	 objective
NA_T15112412 	 neutral
NA_T15114405 	 objective
NA_T15116216 	 neutral
NA_5341 	 neutral
NA_T15112462 	 positive
NA_6112 	 positive
NA_604 	 objective
NA_7897 	 negative
NA_7502 	 positive
NA_4192 	 positive
NA_T15116003 	 positive
NA_T15116410 	 positive
NA_4931 	 positive
NA_7941 	 objective
NA_7981 	 positive
NA_8018 	 objective
NA_8878 	 positive
NA_1468 	 objective
NA_1084 	 objective
NA_T15114571 	 negative
NA_4485 	 negative
NA_4404 	 positive
NA_7693 	 positive
NA_8797 	 objective
NA_T15116435 	 neutral
NA_T15112004 	 neutral
NA_T15114858 	 objective
NA_7907 	 objective
NA_2191 	 negative
NA_6443 	 positive
NA_2691 	 negative
NA_T15115740 	 positive
NA_8261 	 negative
NA_1053 	 negative
NA_3118 	 objective
NA_7189 	 negative
NA_T15113443 	 objective
NA_3434 	 positive
NA_T15115734 	 objective
NA_5143 	 objective
NA_5028 	 objective
NA_T15115364 	 positive
NA_1033 	 negative
NA_T15115903 	 objective
NA_4662 	 positive
NA_8704 	 positive
NA_4976 	 positive
NA_3134 	 objective
NA_6087 	 positive
NA_2369 	 positive
NA_6912 	 positive
NA_3478 	 negative
NA_1575 	 objective
NA_3706 	 objective
NA_T15116654 	 objective
NA_T15111538 	 positive
NA_1601 	 neutral
NA_2263 	 objective
NA_T15113959 	 neutral
NA_3934 	 objective
NA_13 	 positive
NA_T15114114 	 objective
NA_T15114259 	 neutral
NA_4054 	 positive
NA_7140 	 positive
NA_T15115307 	 positive
NA_2893 	 objective
NA_10 	 objective
NA_1714 	 objective
NA_5538 	 objective
NA_3885 	 positive
NA_228 	 objective
NA_4139 	 negative
NA_6807 	 objective
NA_5643 	 positive
NA_T15115359 	 positive
NA_7016 	 neutral
NA_T15114465 	 positive
NA_1953 	 positive
NA_171 	 positive
NA_2607 	 positive
NA_665 	 positive
NA_4781 	 positive
NA_T15112396 	 positive
NA_565 	 positive
NA_4211 	 positive
NA_5726 	 positive
NA_3849 	 neutral
NA_6157 	 neutral
NA_5715 	 objective
NA_4723 	 positive
NA_226 	 neutral
NA_807 	 positive
NA_3171 	 positive
NA_7742 	 positive
NA_7921 	 objective
NA_6933 	 objective
NA_609 	 positive
NA_4453 	 objective
NA_8516 	 neutral
NA_4203 	 positive
NA_2521 	 objective
NA_8656 	 objective
NA_6422 	 objective
NA_2957 	 objective
NA_5876 	 objective
NA_689 	 objective
NA_2459 	 positive
NA_1382 	 positive
NA_T15115873 	 objective
NA_1525 	 objective
NA_4370 	 neutral
NA_5266 	 objective
NA_T15112557 	 positive
NA_6975 	 neutral
NA_5544 	 objective
NA_433 	 positive
NA_2463 	 neutral
NA_1507 	 neutral
NA_6689 	 negative
NA_8298 	 positive
NA_4924 	 positive
NA_7881 	 objective
NA_T15111595 	 neutral
NA_T15112766 	 positive
NA_2135 	 positive
NA_5925 	 positive
NA_5334 	 negative
NA_T15113928 	 objective
NA_T15113090 	 objective
NA_T15114177 	 negative
NA_906 	 positive
NA_5917 	 positive
NA_8957 	 positive
NA_5303 	 positive
NA_885 	 neutral
NA_8619 	 neutral
NA_T15112346 	 negative
NA_6175 	 negative
NA_5619 	 positive
NA_4196 	 negative
NA_T15111132 	 positive
NA_706 	 positive
NA_8854 	 positive
NA_6796 	 positive
NA_4742 	 positive
NA_7471 	 objective
NA_3958 	 positive
NA_T15114082 	 positive
NA_6839 	 objective
NA_6642 	 positive
NA_7101 	 objective
NA_2888 	 objective
NA_T15112579 	 objective
NA_7616 	 positive
NA_2149 	 negative
NA_1922 	 positive
NA_4285 	 neutral
NA_T15114589 	 objective
NA_4822 	 positive
NA_1153 	 positive
NA_2145 	 objective
NA_T15111684 	 neutral
NA_7833 	 negative
NA_7602 	 objective
NA_1133 	 objective
NA_7107 	 positive
NA_T15116002 	 objective
NA_T15116704 	 objective
NA_6954 	 objective
NA_4721 	 positive
NA_T15113054 	 positive
NA_2863 	 neutral
NA_T15113157 	 objective
NA_1794 	 positive
NA_T15113088 	 positive
NA_7496 	 objective
NA_4842 	 positive
NA_2508 	 objective
NA_2669 	 objective
NA_6575 	 neutral
NA_969 	 objective
NA_T15115869 	 positive
NA_5580 	 positive
NA_1500 	 objective
NA_6829 	 positive
NA_T15114526 	 negative
NA_6367 	 positive
NA_5792 	 positive
NA_5779 	 negative
NA_7406 	 positive
NA_T15116623 	 positive
NA_7436 	 objective
NA_6454 	 positive
NA_T15114640 	 negative
NA_6635 	 positive
NA_5793 	 positive
NA_T15113524 	 objective
NA_6323 	 neutral
NA_4979 	 objective
NA_6558 	 positive
NA_1154 	 positive
NA_2777 	 objective
NA_5775 	 positive
NA_7674 	 objective
NA_8806 	 positive
NA_5089 	 positive
NA_169 	 neutral
NA_6794 	 neutral
NA_5722 	 neutral
NA_8713 	 positive
NA_6374 	 positive
NA_4522 	 positive
NA_6981 	 objective
NA_8560 	 negative
NA_3344 	 objective
NA_2637 	 objective
NA_3558 	 positive
NA_T15112386 	 objective
NA_5594 	 positive
NA_5967 	 objective
NA_3673 	 positive
NA_T15112895 	 objective
NA_T15113927 	 objective
NA_939 	 objective
NA_6046 	 positive
NA_4919 	 neutral
NA_888 	 positive
NA_545 	 neutral
NA_5068 	 positive
NA_5351 	 neutral
NA_511 	 negative
NA_8423 	 negative
NA_3223 	 neutral
NA_T15111630 	 negative
NA_3946 	 positive
NA_473 	 positive
NA_3889 	 positive
NA_2123 	 neutral
NA_5435 	 negative
NA_163 	 neutral
NA_2199 	 neutral
NA_2335 	 positive
NA_T15116355 	 positive
NA_6368 	 objective
NA_3905 	 objective
NA_2970 	 objective
NA_7479 	 positive
NA_2190 	 objective
NA_1151 	 positive
NA_3869 	 positive
NA_4383 	 positive
NA_T15114028 	 objective
NA_8610 	 neutral
NA_6836 	 objective
NA_2188 	 objective
NA_5331 	 negative
NA_T15112090 	 objective
NA_T15113480 	 neutral
NA_T15112276 	 objective
NA_8722 	 positive
NA_1087 	 positive
NA_4108 	 positive
NA_T15111450 	 positive
NA_T15114328 	 negative
NA_T15114968 	 positive
NA_6659 	 positive
NA_7643 	 positive
NA_4351 	 objective
NA_5315 	 objective
NA_T15116698 	 objective
NA_T15114042 	 objective
NA_6340 	 objective
NA_T15115424 	 objective
NA_8550 	 positive
NA_8614 	 positive
NA_4161 	 objective
NA_7415 	 positive
NA_3049 	 positive
NA_T15115745 	 positive
NA_T15114474 	 objective
NA_38 	 positive
NA_T15113862 	 negative
NA_7344 	 positive
NA_1807 	 positive
NA_T15112417 	 neutral
NA_5198 	 objective
NA_T15113041 	 objective
NA_4334 	 objective
NA_6830 	 positive
NA_T15112646 	 neutral
NA_T15112342 	 positive
NA_850 	 objective
NA_T15111471 	 positive
NA_T15112996 	 objective
NA_1753 	 objective
NA_2765 	 negative
NA_4788 	 objective
NA_8826 	 objective
NA_T15113484 	 positive
NA_2638 	 positive
NA_3568 	 negative
NA_4767 	 negative
NA_1338 	 objective
NA_2158 	 positive
NA_T15115330 	 objective
NA_3294 	 objective
NA_2161 	 positive
NA_5533 	 negative
NA_5285 	 positive
NA_2230 	 negative
NA_1456 	 objective
NA_8681 	 neutral
NA_T15112998 	 neutral
NA_1026 	 positive
NA_7518 	 positive
NA_6699 	 positive
NA_5526 	 objective
NA_T15111901 	 objective
NA_T15111640 	 positive
NA_8537 	 negative
NA_6251 	 positive
NA_2227 	 positive
NA_T15112917 	 objective
NA_T15113761 	 positive
NA_8937 	 positive
NA_4274 	 objective
NA_3694 	 negative
NA_3421 	 positive
NA_7065 	 positive
NA_T15114402 	 objective
NA_3997 	 objective
NA_8796 	 positive
NA_4268 	 neutral
NA_94 	 positive
NA_3771 	 negative
NA_3799 	 positive
NA_3957 	 positive
NA_8794 	 positive
NA_5164 	 objective
NA_7570 	 positive
NA_T15115802 	 neutral
NA_4475 	 positive
NA_2066 	 objective
NA_1524 	 objective
NA_8562 	 positive
NA_6612 	 positive
NA_586 	 objective
NA_T15116582 	 positive
NA_T15115987 	 positive
NA_3948 	 neutral
NA_1438 	 objective
NA_8460 	 positive
NA_3959 	 positive
NA_T15111228 	 neutral
NA_6693 	 objective
NA_7474 	 objective
NA_T15111763 	 neutral
NA_1376 	 objective
NA_8408 	 objective
NA_2314 	 positive
NA_6308 	 negative
NA_T15114583 	 negative
NA_T15115569 	 objective
NA_5748 	 positive
NA_8275 	 positive
NA_2368 	 objective
NA_8315 	 positive
NA_T15113803 	 positive
NA_6795 	 positive
NA_5274 	 objective
NA_2980 	 neutral
NA_8777 	 objective
NA_864 	 positive
NA_3060 	 negative
NA_5694 	 negative
NA_4610 	 objective
NA_7510 	 positive
NA_T15112118 	 objective
NA_6480 	 positive
NA_4619 	 positive
NA_6051 	 objective
NA_1611 	 positive
NA_470 	 positive
NA_7522 	 objective
NA_T15114566 	 positive
NA_7228 	 positive
NA_1912 	 positive
NA_5687 	 positive
NA_5806 	 positive
NA_3465 	 objective
NA_6889 	 neutral
NA_7946 	 negative
NA_5480 	 positive
NA_4371 	 negative
NA_6806 	 objective
NA_3978 	 positive
NA_8856 	 positive
NA_4944 	 negative
NA_T15114711 	 negative
NA_3846 	 objective
NA_T15114659 	 neutral
NA_7823 	 neutral
NA_6903 	 neutral
NA_8565 	 positive
NA_T15112334 	 objective
NA_T15116689 	 neutral
NA_3468 	 negative
NA_832 	 objective
NA_2203 	 positive
NA_8578 	 objective
NA_936 	 positive
NA_7877 	 objective
NA_811 	 objective
NA_316 	 positive
NA_439 	 positive
NA_2831 	 negative
NA_571 	 positive
NA_4929 	 negative
NA_2582 	 positive
NA_3267 	 neutral
NA_T15112142 	 positive
NA_7650 	 objective
NA_7096 	 positive
NA_2493 	 positive
NA_T15113764 	 objective
NA_T15112055 	 positive
NA_6313 	 negative
NA_8830 	 objective
NA_8147 	 neutral
NA_1742 	 positive
NA_2860 	 negative
NA_3857 	 objective
NA_556 	 negative
NA_919 	 positive
NA_4266 	 neutral
NA_8585 	 objective
NA_3074 	 objective
NA_670 	 objective
NA_8936 	 negative
NA_2175 	 positive
NA_T15112231 	 positive
NA_3734 	 negative
NA_4259 	 objective
NA_5888 	 negative
NA_T15111746 	 objective
NA_3385 	 objective
